ID,price,yearBuilt,livingArea,bathrooms,bedrooms,parking,garageSpaces,hasGarage,pool,spa
2280,210000,1985,1424,2,3,1,2,1,0,0
2281,279000,2016,1942,3,4,0,0,1,0,0
2282,324700,2018,2934,3,5,1,2,1,0,0
2283,299999,2007,2494,3,5,1,2,1,0,0
2284,130000,1984,1254,3,3,0,0,0,0,0
2285,215000,2003,1700,3,3,1,0,1,0,0
2286,279900,2003,1533,2,4,1,2,1,0,0
2287,375000,1998,1792,3,5,1,2,1,0,0
2288,361000,2019,2163,3,3,1,2,1,0,0
2289,210000,1996,1434,2,3,1,1,1,0,0
2290,77900,1970,2098,3,4,0,0,0,0,0
2291,394900,2001,2376,3,4,1,2,1,0,0
2292,40000,1970,920,2,2,0,0,0,0,0
2293,200900,2006,1422,3,3,1,0,0,0,0
2294,231000,2004,1679,3,4,1,2,1,0,0
2295,359900,2001,2664,3,4,1,2,1,0,0
2296,334900,2005,2831,3,3,1,0,0,0,0
2297,149900,1982,1768,2,3,1,0,0,0,0
2298,207000,2019,1535,2,3,1,0,0,0,0
2299,259900,2016,1801,2,4,1,0,0,0,0
2300,229500,2006,1954,3,3,1,0,0,0,0
2301,184000,2003,1930,2,4,1,0,0,0,0
2302,324900,2000,2463,3,4,1,0,0,0,0
2303,162900,1973,1810,2,3,1,0,0,0,0
2304,159000,1983,1776,2,3,1,0,0,0,0
2305,325000,2018,2235,3,4,1,0,0,1,0
2306,179900,1973,2382,2,3,1,0,0,1,0
2307,225000,2018,1484,2,3,1,0,0,0,0
2308,825000,1973,4500,4,5,1,0,0,1,0
2309,235000,2005,1875,2,4,1,0,0,0,0
2310,159900,1989,1447,2,3,1,0,0,0,0
2311,184900,1996,1602,2,3,1,0,0,0,0
2312,269900,2019,1860,0,0,1,0,0,0,0
2313,459000,1982,3553,3,4,1,0,0,0,0
2314,160000,2003,1515,2,3,1,0,0,0,0
2315,182900,2013,1483,2,3,1,0,0,0,0
2316,314900,2021,2175,3,4,1,0,0,0,0
2317,229900,1985,2258,2,3,1,0,0,0,0
2318,789900,1991,5144,4,5,0,0,0,0,0
2319,159900,1971,2016,2,3,0,0,0,0,0
2320,155000,1947,1960,3,4,0,0,0,0,0
2321,85000,1963,1516,2,4,0,0,0,0,0
2322,25000,1959,1175,2,4,0,0,0,0,0
2323,139000,1956,1385,2,3,0,0,0,0,0
2324,150000,1949,2395,3,4,0,0,1,0,1
2325,49999,1954,672,1,2,0,0,0,0,0
2326,65000,1935,1382,2,3,0,0,1,0,0
2327,105000,1990,1449,3,3,0,0,0,0,0
2328,432000,1951,3338,4,3,0,0,0,1,1
2329,41835,1954,1316,2,4,0,0,0,0,0
2330,98999,1918,1593,2,2,1,2,1,0,0
2331,46250,1900,672,2,2,0,0,0,0,0
2332,150000,1950,1404,1,2,0,0,0,0,0
2333,38000,1955,672,1,2,0,0,0,0,0
2334,59900,1944,1073,1,3,0,0,0,0,0
2335,28000,1950,998,1,3,0,0,0,0,0
2336,289000,1997,2341,3,4,1,0,0,0,0
2337,479900,1991,3400,4,3,1,0,0,0,0
2338,649000,2010,1941,3,3,1,0,0,0,0
2339,369900,1999,2006,2,3,1,0,0,0,0
2340,355000,1986,1466,2,3,1,0,0,0,0
2341,360180,2005,3132,4,5,1,0,0,0,0
2342,94900,1980,1296,2,3,0,0,0,0,0
2343,379900,1981,1120,2,3,0,0,0,0,0
2344,269900,2021,1910,3,4,1,0,0,0,0
2345,225000,1940,1397,2,2,1,0,0,0,0
2346,239900,1966,2180,2,4,1,0,0,0,0
2347,169900,1950,1551,1,3,1,0,0,0,0
2348,389000,1959,3699,4,4,1,0,1,0,0
2349,205000,1953,2178,2,3,1,0,0,0,0
2350,349900,1977,2283,3,4,1,0,1,0,0
2351,398000,1992,1834,2,3,0,0,0,0,1
2352,769000,2007,4200,5,5,1,2,1,0,0
2353,324900,1990,4488,2,4,1,0,1,0,0
2354,1600000,1997,8000,6,6,0,3,1,0,1
2355,825000,2002,6653,6,6,1,0,0,0,1
2356,1280000,2005,6474,8,4,1,2,1,0,0
2357,469900,2021,2365,3,3,1,2,1,0,0
2358,324900,1930,1932,3,4,1,0,0,0,0
2359,244900,1997,1344,2,3,1,0,1,0,0
2360,279000,2019,912,2,2,0,0,0,0,0
2361,1150000,2012,4111,4,4,1,2,1,0,1
2362,850000,2007,4331,4,5,1,0,1,1,1
2363,469900,1986,2460,2,3,1,1,1,0,0
2364,275000,1951,1325,1,3,1,0,1,0,0
2365,447900,2013,2597,3,4,1,2,1,0,0
2366,649000,1940,2100,3,3,1,0,0,0,0
2367,345000,1896,2544,5,5,1,0,0,0,0
2368,261000,2017,2561,3,4,0,2,1,0,0
2369,169900,2012,1365,2,3,0,1,1,0,0
2370,189998,2020,2100,3,5,0,0,0,0,0
2371,184000,2021,1287,2,3,1,0,0,0,0
2372,160000,1981,1650,3,3,0,0,0,0,0
2373,249900,2012,2407,3,4,1,0,0,0,0
2374,168000,1996,1222,2,3,1,0,0,0,0
2375,105000,1996,1250,2,3,0,0,0,0,0
2376,289999,1973,2240,4,4,0,0,0,0,0
2377,240000,1993,1869,2,3,0,0,0,0,0
2378,290000,2016,2467,4,5,1,0,0,0,0
2379,12000,1900,820,1,2,0,0,0,0,0
2380,149999,1900,1811,2,3,1,0,0,0,0
2381,35000,1900,882,1,2,1,0,0,0,0
2382,227000,1904,2066,3,3,1,0,1,0,0
2383,459900,1920,4115,4,4,0,0,0,0,0
2384,255000,1950,3248,4,8,0,0,0,0,0
2385,36900,1950,1004,2,2,0,0,0,0,0
2386,100000,1953,1150,1,3,0,0,0,0,1
2387,205000,1976,3450,3,5,1,0,0,0,0
2388,309900,2019,2370,4,6,0,0,1,0,0
2389,399900,1987,5542,5,4,0,2,1,0,0
2390,155000,1965,980,1,2,0,0,0,0,1
2391,155000,1965,980,1,2,0,0,0,0,1
2392,116000,1980,1631,2,3,0,0,0,0,0
2393,297000,1954,3000,3,4,0,2,1,0,1
2394,159000,1964,3096,4,3,0,0,1,0,1
2395,66000,1962,1244,2,3,0,0,0,0,0
2396,169000,1951,2117,2,3,0,0,1,0,1
2397,139000,1914,2052,2,3,1,0,0,0,1
2398,139000,1950,1386,2,3,0,0,0,0,0
2399,195000,1985,1618,2,3,1,0,1,0,0
2400,600000,1987,3289,3,4,1,2,1,0,0
2401,350000,2005,1998,3,3,1,1,1,0,0
2402,571000,1997,6419,6,5,1,0,1,0,0
2403,469900,2021,2226,4,3,1,0,0,0,0
2404,639900,2005,2898,4,3,0,0,1,0,1
2405,229900,1987,1222,2,2,1,0,0,1,0
2406,514900,1991,3028,3,4,1,2,1,0,0
2407,700000,1995,3589,5,6,1,3,1,0,0
2408,505000,1989,2804,3,4,1,2,1,0,0
2409,465900,1995,2559,3,4,1,2,1,0,0
2410,510900,1994,2716,3,4,1,2,1,0,0
2411,603300,2006,3300,4,5,1,2,1,0,0
2412,450000,1993,3100,4,5,1,2,1,0,1
2413,255000,1997,1370,3,3,1,0,0,0,0
2414,825000,1993,6262,5,6,1,3,1,0,1
2415,540000,1986,2884,4,5,1,2,1,0,0
2416,560000,1992,4342,4,5,1,2,1,0,0
2417,274000,1990,1546,4,2,1,0,0,0,0
2418,929000,2006,6022,6,5,1,3,1,0,1
2419,1109995,2021,4220,5,5,1,0,0,0,0
2420,483000,1992,2156,3,4,1,2,1,0,0
2421,479000,1991,1846,4,6,1,2,1,0,0
2422,775000,2002,4981,5,5,1,2,1,1,1
2423,460000,1999,2600,3,4,1,2,1,0,0
2424,595000,1996,3300,4,5,1,2,1,0,0
2425,850000,2000,4821,5,6,1,3,1,0,0
2426,605000,2004,4186,4,5,1,3,1,0,0
2427,610000,1993,2962,4,5,1,2,1,0,0
2428,981000,2000,3800,4,4,1,0,0,0,0
2429,144900,1962,848,1,2,1,0,0,0,0
2430,520000,1989,3573,4,3,1,0,0,0,0
2431,545000,1995,3000,3,4,0,0,0,0,0
2432,379000,2005,1380,4,3,1,0,0,0,0
2433,279900,1967,2276,2,4,0,0,0,1,0
2434,579000,2003,2727,3,3,1,0,0,0,0
2435,371000,1988,2278,2,3,0,0,0,1,0
2436,750000,1928,3024,3,4,1,1,1,0,0
2437,1649000,1924,3800,5,5,1,2,1,1,0
2438,344000,2006,1555,3,2,1,1,1,0,0
2439,205000,1955,1614,2,3,0,0,1,0,0
2440,30000,1989,2447,2,3,0,0,1,0,0
2441,215000,1964,1580,2,4,0,0,0,0,0
2442,205000,2012,1710,3,3,0,0,0,0,0
2443,389000,1955,1997,3,3,0,0,0,0,0
2444,264900,1946,1388,1,3,0,0,0,0,0
2445,165000,1970,1204,2,3,0,0,0,0,0
2446,73500,1980,917,2,2,0,0,0,0,0
2447,63000,1959,1916,2,3,0,1,1,0,0
2448,137000,1986,973,2,2,0,0,0,0,0
2449,170000,1960,848,1,2,0,0,0,0,0
2450,156500,1965,2095,2,3,0,1,0,0,0
2451,329000,1988,1856,2,3,0,2,1,0,0
2452,96000,1958,1084,1,2,0,0,0,0,0
2453,180000,1932,1600,2,3,0,0,0,0,0
2454,110000,1945,1102,1,2,0,0,0,0,0
2455,120000,1956,1236,1,3,0,0,0,0,0
2456,395000,1940,1755,2,3,0,1,1,0,0
2457,149900,1956,792,1,3,0,0,0,0,0
2458,214900,2018,2000,3,3,0,0,0,0,0
2459,279000,1940,1351,2,3,0,1,1,0,0
2460,239000,1927,1248,1,2,1,0,1,0,0
2461,299000,1937,3416,3,4,1,0,0,0,0
2462,150000,1927,1015,1,3,1,0,0,0,0
2463,549000,2017,3670,4,5,1,0,1,0,0
2464,525000,2019,3027,4,4,1,0,1,0,0
2465,489900,2016,2965,3,4,1,0,1,1,0
2466,595000,1997,3770,3,5,1,0,1,0,0
2467,452480,2021,3594,5,4,1,2,1,0,0
2468,99000,1976,1912,2,3,1,0,0,0,0
2469,1595000,1999,5501,6,5,1,0,1,1,0
2470,500000,1824,3626,3,3,1,0,1,0,0
2471,550000,2016,3773,4,5,1,0,1,0,0
2472,795000,2010,4282,5,4,1,0,1,0,0
2473,389000,2003,1860,2,3,0,0,0,0,0
2474,985000,2021,2341,5,4,1,0,1,0,0
2475,685000,2004,3018,3,4,1,0,1,1,1
2476,649900,2014,6097,5,5,1,0,1,1,0
2477,469900,2001,2799,4,4,1,0,1,1,0
2478,429000,1999,3200,4,4,1,0,0,0,0
2479,439900,2005,2589,2,3,1,2,1,0,0
2480,549900,2021,3050,4,4,1,0,1,0,0
2481,209900,1976,2358,2,3,1,0,0,0,0
2482,399900,1982,1711,2,3,1,0,1,0,0
2483,375000,1925,1522,3,3,1,4,1,0,0
2484,420000,1997,1567,2,2,1,0,1,0,0
2485,745000,1999,3644,5,5,1,2,1,0,1
2486,259900,1978,587,1,1,0,0,0,0,0
2487,205900,1988,807,1,1,1,1,1,1,0
2488,1370000,2017,3721,5,3,1,2,1,0,0
2489,1299000,1997,6115,6,6,1,3,1,0,1
2490,1798000,2012,6325,7,6,1,2,1,1,1
2491,420000,2004,1060,2,2,1,1,1,0,0
2492,1795000,1961,4624,6,6,1,3,1,1,1
2493,729900,1999,3015,4,4,1,2,1,0,0
2494,649000,2008,2348,4,3,1,2,1,0,0
2495,130000,1957,702,1,1,0,0,0,1,0
2496,710000,1930,2005,3,3,1,1,1,0,0
2497,255000,1986,1249,2,2,1,0,0,1,0
2498,525000,2017,1801,4,2,1,1,1,1,0
2499,435000,1926,2400,2,2,1,0,0,0,0
2500,899000,1940,3312,3,4,1,1,1,0,0
2501,550000,1940,1820,2,3,0,0,0,0,0
2502,699000,2010,2590,3,3,0,0,0,0,1
2503,349900,1960,1668,2,3,0,0,0,0,0
2504,495000,2006,2102,3,2,1,0,0,0,0
2505,799900,2021,2978,4,4,0,0,0,0,0
2506,450000,2021,2100,3,2,0,0,0,0,0
2507,750000,2008,5520,3,3,0,0,0,0,1
2508,849000,1975,3340,3,5,0,0,1,0,0
2509,1059000,2021,3050,4,4,0,0,0,0,0
2510,979000,2021,3050,4,4,0,0,0,0,0
2511,1059000,2021,3050,4,4,0,0,0,0,0
2512,398500,2021,1400,2,3,0,0,0,0,0
2513,365000,2021,1176,2,2,0,0,0,0,0
2514,89000,1954,1120,1,2,0,0,0,0,0
2515,112000,1950,1173,1,2,1,0,0,0,0
2516,159000,1955,1624,2,3,0,0,0,0,0
2517,69900,1952,1064,1,3,0,0,0,0,0
2518,279500,1956,2398,3,4,1,0,1,0,0
2519,134900,1934,1528,2,4,0,0,0,0,0
2520,144900,1951,1264,1,3,0,0,1,0,0
2521,45000,1954,788,1,3,0,0,0,0,0
2522,295000,1956,3200,3,4,1,0,0,0,0
2523,149900,1955,1463,1,3,0,0,0,0,0
2524,179000,1974,2094,3,3,0,0,0,0,0
2525,245000,2018,1842,3,4,0,2,1,0,0
2526,340000,2012,2813,3,4,0,2,1,0,0
2527,262900,2012,2473,3,4,0,2,1,0,0
2528,370000,2021,2738,3,5,0,2,1,0,0
2529,199900,2013,1325,2,3,1,0,1,0,0
2530,189990,2018,1653,2,3,0,2,1,0,0
2531,189900,2015,2200,2,4,0,3,1,0,0
2532,104850,2004,1074,2,3,0,1,1,0,0
2533,224900,2003,1631,2,3,0,0,1,0,0
2534,235000,2017,2093,3,4,0,2,1,0,0
2535,425000,2016,3526,4,4,0,2,1,0,0
2536,159900,2000,1146,2,3,1,0,1,0,0
2537,293209,2020,3298,4,5,0,2,1,0,0
2538,239900,1995,1713,2,3,0,0,0,0,0
2539,235000,2017,1473,2,3,0,2,1,0,0
2540,280000,2006,2192,2,4,0,2,1,0,0
2541,299000,2006,1699,2,3,0,2,1,0,0
2542,242000,2006,1870,2,3,0,2,1,0,0
2543,309900,1996,2173,2,4,0,0,0,0,0
2544,525000,2007,2550,3,3,0,0,0,0,0
2545,315000,2014,2193,3,4,0,2,1,0,0
2546,239000,1973,2175,2,3,0,0,0,0,0
2547,110000,1930,1120,1,2,1,0,0,0,0
2548,179900,1980,1109,2,3,1,1,1,0,0
2549,184900,2000,1674,3,4,0,0,0,0,1
2550,184900,2000,1674,3,4,0,0,0,0,0
2551,179900,1992,1320,3,2,1,0,0,0,0
2552,175000,1996,1144,2,2,1,0,0,0,0
2553,229900,1990,3396,2,3,1,2,1,0,0
2554,859950,2018,3952,4,4,0,0,1,0,0
2555,325000,2017,1188,1,2,0,0,0,0,0
2556,1725000,2005,4000,3,4,1,0,0,0,1
2557,234900,1975,1936,2,4,1,2,1,0,0
2558,35000,2010,456,1,1,0,0,1,0,0
2559,750000,1978,3796,4,4,1,1,1,0,1
2560,49900,1948,840,1,1,0,0,0,0,0
2561,159900,1960,1774,2,3,0,0,0,0,0
2562,450000,1998,3204,3,5,1,0,0,0,0
2563,119000,1987,896,1,2,1,0,0,0,0
2564,35000,1900,1051,1,2,0,0,0,0,0
2565,72900,1915,1195,1,2,0,0,0,0,0
2566,1299000,1910,8238,6,5,1,0,0,0,0
2567,99000,2005,1283,2,2,1,0,0,0,0
2568,258900,1900,2250,2,3,1,0,0,0,0
2569,235000,1970,1534,2,3,1,3,1,0,0
2570,112000,1920,1900,2,3,1,0,1,0,0
2571,135500,1922,1739,2,3,1,0,0,0,0
2572,249900,1935,2205,2,4,0,0,0,0,0
2573,1260000,1850,7397,4,5,1,0,1,1,0
2574,404450,2021,3120,4,5,1,0,1,0,0
2575,79900,1920,1395,2,4,0,0,0,0,0
2576,59900,1910,938,1,2,0,0,0,0,0
2577,62900,1900,1523,2,2,0,0,0,0,0
2578,310900,2019,2446,3,4,1,0,1,0,0
2579,525000,2007,7182,6,6,1,0,1,0,0
2580,250000,2002,1793,3,4,1,0,1,0,0
2581,1350000,1930,3340,4,6,1,2,1,0,0
2582,275000,2003,2360,3,4,1,0,0,0,0
2583,209900,2008,1674,3,3,1,0,1,0,0
2584,74500,1960,924,1,2,1,0,0,0,0
2585,329900,2020,2265,3,4,1,0,1,0,0
2586,250000,1992,2545,3,4,1,0,0,0,0
2587,319900,1989,2162,3,3,1,2,1,0,1
2588,379900,2021,2300,3,4,1,0,0,0,0
2589,246000,1961,1095,2,3,0,0,1,0,0
2590,289000,2015,1847,3,3,1,1,1,0,0
2591,279000,2005,1416,3,3,1,1,1,0,0
2592,399900,2016,2626,3,4,1,0,1,0,0
2593,297500,2018,1818,1,2,0,0,0,0,0
2594,1999900,1997,12400,10,8,1,0,1,0,1
2595,315000,2001,2600,4,4,1,2,1,0,0
2596,399000,1974,1864,3,3,1,2,1,0,0
2597,415000,2016,2560,4,6,1,2,1,0,0
2598,402000,2000,2513,3,4,0,0,1,0,0
2599,265500,1910,2613,2,3,0,0,0,0,0
2600,399900,1995,3584,4,8,0,0,0,0,0
2601,37000,1953,924,1,2,1,0,0,0,0
2602,269000,1940,2450,3,4,1,0,1,0,0
2603,39500,1945,1271,2,3,1,0,0,0,0
2604,39500,1958,1020,1,3,1,0,0,0,0
2605,44000,1950,1243,2,3,1,0,0,0,0
2606,48000,1940,1200,1,3,1,0,0,0,0
2607,275000,1966,3383,3,4,1,0,0,0,0
2608,44900,1945,1600,2,3,0,0,0,0,0
2609,292000,1961,2375,3,3,1,0,1,0,0
2610,69000,1951,1430,2,3,0,0,0,0,0
2611,65000,1950,1107,2,3,1,0,0,0,0
2612,60000,1960,1132,2,2,1,0,0,0,0
2613,56100,1952,806,1,2,1,0,0,0,0
2614,32500,1976,840,1,3,0,0,0,0,0
2615,89900,1947,1125,1,2,0,0,0,0,0
2616,142125,2021,1137,2,3,0,0,0,0,0
2617,219000,2021,1543,2,3,1,0,1,0,0
2618,199900,1959,1225,2,3,1,0,0,0,0
2619,375000,1962,2073,2,4,1,2,1,0,0
2620,259900,2019,1520,3,3,1,1,1,0,0
2621,176000,1999,1177,2,2,0,0,0,0,0
2622,260000,1964,1498,3,4,1,1,1,0,0
2623,295000,1967,2824,3,4,1,2,1,0,0
2624,117900,1987,1248,2,2,1,0,0,0,0
2625,220000,1985,1532,3,3,0,0,0,0,0
2626,345000,1969,2424,3,4,1,2,1,0,0
2627,144999,1987,1248,2,2,1,0,0,1,0
2628,375000,1984,2859,3,3,1,0,1,0,0
2629,135000,2016,1222,2,3,1,0,0,0,0
2630,398000,2021,2745,3,4,1,0,1,0,0
2631,398000,2021,2785,3,4,1,0,1,0,0
2632,359000,2021,2330,2,4,1,0,1,0,0
2633,407000,2021,3260,3,4,1,0,1,0,0
2634,69000,1964,1008,1,2,1,0,0,0,0
2635,60750,1940,1038,1,2,1,0,0,0,0
2636,325000,2018,2088,3,4,1,2,1,0,0
2637,185000,1975,1000,2,3,1,0,1,0,0
2638,243500,2002,2425,3,5,1,0,1,0,0
2639,240000,2006,1721,3,3,1,2,1,0,0
2640,175000,1959,1830,2,3,1,0,0,0,0
2641,239500,2005,1471,2,3,1,0,1,0,0
2642,400000,1978,4432,3,4,1,0,0,0,0
2643,385000,2013,2234,2,3,1,0,1,0,0
2644,60750,1940,1124,1,3,1,0,0,0,0
2645,395000,1989,3286,5,4,1,0,1,0,0
2646,197000,1900,5917,6,6,0,0,0,0,0
2647,219000,1910,2152,2,2,0,0,0,0,0
2648,69000,1940,1474,2,3,0,0,0,0,0
2649,249500,1900,2172,2,2,0,0,0,0,0
2650,405900,2001,2570,3,4,1,2,1,0,0
2651,425000,2004,2965,4,4,1,0,1,0,1
2652,500000,2003,4776,5,5,1,2,1,0,1
2653,285000,1995,2098,3,3,1,2,1,0,0
2654,415000,2007,2669,3,4,1,2,1,0,1
2655,265000,2002,2170,3,3,1,2,1,0,0
2656,540000,1989,4348,5,5,1,2,1,0,0
2657,289900,1982,2100,3,4,1,0,1,0,0
2658,399000,2007,2662,4,4,1,2,1,0,1
2659,354900,2002,2928,3,4,1,2,1,0,0
2660,420000,2006,4475,5,6,1,2,1,0,0
2661,349000,1985,2314,3,5,1,2,1,0,0
2662,335000,2006,3102,3,3,1,2,1,0,0
2663,697000,1997,6010,6,5,1,0,1,0,0
2664,550000,2012,5174,5,6,1,2,1,0,0
2665,427000,2002,3336,3,5,1,2,1,0,0
2666,325000,2002,2691,4,4,1,2,1,0,0
2667,750000,2006,6683,5,5,1,4,1,0,1
2668,79900,1947,1056,1,2,1,0,0,0,0
2669,84900,1940,1241,1,3,1,0,0,0,0
2670,58900,1948,1707,1,3,1,0,0,0,0
2671,50000,1950,906,1,3,1,0,0,0,0
2672,45000,1956,864,1,3,0,0,0,0,0
2673,30000,1950,1900,2,4,0,0,0,0,0
2674,42000,1960,995,1,3,1,0,0,0,0
2675,35000,1955,1025,1,3,1,0,0,0,0
2676,29900,1956,936,1,2,0,0,0,0,0
2677,209900,1940,2843,2,3,0,0,0,0,0
2678,249900,1978,3732,4,8,0,0,0,0,0
2679,69900,1941,1006,1,3,1,0,0,0,0
2680,87500,1961,1370,1,3,0,0,0,0,0
2681,387000,2002,1828,3,3,1,2,1,0,0
2682,639000,1996,5004,5,7,1,2,1,0,1
2683,230000,2008,1370,3,3,1,1,1,0,0
2684,315000,1993,1568,3,4,1,2,1,0,0
2685,325000,1993,1631,3,4,1,2,1,0,0
2686,285000,1999,1411,3,3,1,2,1,0,0
2687,330000,1987,2367,3,5,1,2,1,0,0
2688,524900,1995,2382,3,4,1,2,1,0,0
2689,740000,1999,4800,5,5,1,3,1,0,1
2690,400000,2002,2482,3,4,1,2,1,0,0
2691,475000,1993,3970,4,5,1,2,1,0,0
2692,480000,1989,2714,3,4,1,2,1,0,0
2693,485000,1989,2819,3,4,1,2,1,0,0
2694,400000,2002,2369,3,4,1,2,1,0,0
2695,1325000,1950,3945,4,5,0,0,0,1,0
2696,849000,1996,5642,6,5,1,3,1,1,1
2697,1395000,2017,6430,7,5,1,3,1,0,0
2698,395000,1995,2146,3,4,1,2,1,0,1
2699,239900,2008,1144,2,2,1,1,1,0,0
2700,564900,1992,4868,5,5,1,2,1,0,1
2701,309900,1986,1872,2,3,1,2,1,0,0
2702,449900,1994,3676,4,5,1,2,1,0,1
2703,429000,1992,2029,3,3,1,2,1,0,0
2704,349900,1976,2340,2,3,1,2,1,1,0
2705,385000,2004,1782,3,3,1,2,1,0,0
2706,360000,1986,2184,3,4,1,2,1,0,0
2707,925000,1986,3209,4,4,1,2,1,0,0
2708,585000,1996,4857,5,6,1,2,1,0,0
2709,675000,2008,1825,3,2,1,0,1,1,0
2710,175000,1995,2488,3,4,0,0,0,0,0
2711,295000,1985,1309,2,2,1,0,0,0,0
2712,298900,1978,1776,2,3,0,0,0,0,0
2713,564900,1995,3724,4,4,1,2,1,0,0
2714,449900,2015,1558,2,4,1,0,0,0,0
2715,298000,1985,1309,2,2,1,0,0,0,0
2716,649444,2021,3100,3,3,0,0,1,0,0
2717,330000,1985,1309,2,2,1,0,1,0,0
2718,330000,1985,1309,2,2,1,0,1,0,0
2719,330000,1985,1309,2,2,1,0,1,0,0
2720,268400,1950,1200,1,4,0,0,0,0,0
2721,355900,2006,1684,2,3,0,0,1,0,0
2722,295000,1979,2422,2,4,0,0,1,0,1
2723,89900,1916,1560,1,3,0,0,0,0,0
2724,52540,1970,1649,1,2,0,0,0,0,0
2725,279900,1983,1952,2,3,0,0,0,0,0
2726,157000,1965,2090,3,3,1,0,0,0,0
2727,90000,2021,1500,2,3,0,0,0,0,0
2728,450000,2010,2104,3,3,1,0,1,0,0
2729,300425,2021,2209,3,4,1,0,1,0,0
2730,317035,2021,2231,4,4,1,0,1,0,0
2731,650000,1913,1492,2,4,1,0,0,0,0
2732,1250000,2016,4592,4,3,1,4,1,0,0
2733,499000,1988,2950,3,3,1,0,1,0,0
2734,600000,1999,1000,2,4,0,0,1,0,0
2735,475000,1968,2344,3,4,1,0,1,0,0
2736,199000,1982,1224,3,2,1,0,0,0,0
2737,239900,1980,1428,3,2,1,2,1,0,0
2738,222900,1959,1189,1,3,1,0,0,0,0
2739,350000,1976,1864,2,3,1,1,1,0,0
2740,379900,1984,1848,4,4,0,0,0,0,0
2741,249000,1945,1150,2,2,0,0,0,0,0
2742,414900,2002,2930,3,4,1,2,1,0,0
2743,179500,1969,986,2,2,1,0,0,1,0
2744,724900,1998,3488,4,4,1,2,1,0,1
2745,450000,1984,5248,5,4,1,2,1,1,0
2746,144900,1948,845,1,2,0,0,0,0,0
2747,349900,1973,2217,2,3,1,2,1,0,1
2748,370000,1988,3469,3,4,1,2,1,0,0
2749,695000,1998,3451,3,3,1,2,1,0,0
2750,379000,1958,2795,3,4,1,0,0,0,0
2751,1950000,1939,4246,5,5,0,0,0,0,0
2752,409900,1968,1712,3,3,1,2,1,0,0
2753,185000,1940,936,2,3,1,0,0,0,0
2754,245000,1995,1506,3,4,0,0,0,0,0
2755,250000,1972,1469,3,5,1,0,0,0,0
2756,199900,1962,1290,2,3,1,0,0,0,0
2757,215000,2018,1723,3,2,1,1,1,0,0
2758,300000,2018,1784,3,3,1,2,1,0,1
2759,155000,1957,1025,1,3,1,0,0,0,0
2760,229999,2001,1056,3,3,1,1,1,0,0
2761,119500,1983,1040,2,2,1,0,0,0,0
2762,420000,1959,1700,2,4,0,0,1,0,0
2763,330000,1959,2302,2,3,1,0,0,0,0
2764,165000,1980,3019,2,3,1,1,1,0,0
2765,339900,2004,3108,3,4,1,0,1,0,0
2766,495000,1975,4702,5,5,1,0,1,1,0
2767,119900,1970,2018,2,3,1,0,0,0,1
2768,450000,2003,2353,3,4,1,0,0,0,0
2769,349000,2000,3058,3,5,1,0,0,0,0
2770,439000,2021,2100,3,4,1,0,1,0,0
2771,199000,1973,1254,2,3,0,0,0,0,0
2772,230800,1984,2100,3,4,1,0,1,0,0
2773,150000,1970,1000,1,3,0,0,0,0,0
2774,1250000,2008,7874,6,5,1,2,1,0,0
2775,280000,2016,1741,2,3,1,0,0,0,0
2776,139900,2015,1360,3,3,1,0,0,0,0
2777,169500,2003,1904,2,3,0,0,0,0,0
2778,950000,1989,1602,2,3,0,0,0,0,0
2779,395000,1963,2150,3,3,1,1,1,0,0
2780,399900,1953,1491,2,4,0,0,0,0,0
2781,419900,1973,2520,3,3,1,1,1,0,0
2782,300000,1959,1218,2,2,1,0,0,0,0
2783,300000,1983,1512,2,2,0,0,0,1,0
2784,330000,1953,2400,2,3,0,0,0,0,0
2785,450000,1955,1911,3,3,0,0,0,0,0
2786,400000,1956,1569,2,3,1,0,0,0,0
2787,435000,2017,1868,4,3,1,2,1,0,0
2788,450000,1952,1384,1,2,0,0,0,0,0
2789,59900,1948,1166,1,3,0,0,0,0,0
2790,379900,1973,3284,4,5,1,2,1,0,0
2791,1500000,1991,6348,7,6,1,3,1,1,0
2792,825000,2000,7028,6,6,1,2,1,1,1
2793,349000,2018,2250,3,4,0,0,0,0,0
2794,69500,1978,1500,2,2,0,0,0,0,0
2795,365000,1995,2574,3,3,0,0,0,0,0
2796,246500,1994,2886,3,3,0,0,0,0,0
2797,167500,1965,1859,2,4,0,0,0,0,0
2798,395000,2008,2767,3,3,0,0,0,0,0
2799,349000,1998,2624,3,4,0,0,0,0,0
2800,344900,1962,3906,5,5,0,0,0,0,0
2801,245500,2021,1669,2,3,0,0,0,0,0
2802,294900,2008,3412,5,6,0,0,0,0,0
2803,219900,2021,1690,2,4,1,0,0,0,0
2804,169500,1968,2191,2,3,0,0,0,0,0
2805,389000,1993,2618,4,4,1,0,0,0,0
2806,234900,1990,1788,2,3,1,0,0,0,0
2807,214900,2021,1600,2,3,1,0,0,0,0
2808,239900,2021,1690,3,4,1,0,1,0,0
2809,74650,1998,1216,2,3,0,0,0,0,0
2810,189900,1975,2090,2,4,1,0,0,0,0
2811,184900,1967,1609,2,3,1,0,1,0,0
2812,179900,1973,3000,3,4,0,0,0,0,0
2813,160000,1987,1290,2,3,1,0,1,1,0
2814,145000,1990,1320,2,3,0,0,0,0,0
2815,169999,1957,1381,2,4,1,0,1,0,0
